id;entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;imagen_1;imagen_2;imagen_3;imagen_4;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;compromiso;destacada;ba_elige;link_interno;pliego_descarga;expediente-numero;estudio_ambiental_descarga;financiamiento;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
334;Entorno Once;Centro Comercial A Cielo Abierto Av. Corrientes ( E/ Callao Y Pueyrredón).;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;En el marco del Plan Integral Once,se propuso la reparación de veredas,la renovación integral de aceras,cazoletas y vados peatonales,el soterramiento de cableado aéreo,la incorporación de iluminación peatonal y el completamiento del arbolado.;10000000;3;Balvanera;CORRIENTES AV. y PASTEUR;-34,604,609;-58,398,904;9/1/2017;2/1/2018;12;100;https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_espaciopublico.png;;;;;2017;;;;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-once;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;Eje Corrientes;Centro Comercial a Cielo Abierto Av. Corrientes (E/ Acevedo y Julián ílvarez);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;En el marco del Plan de puesta en valor de centros comerciales a cielo abierto,se propuso la renovación integral de aceras,cazoletas y vados peatonales,el soterramiento de cableado aéreo,la incorporación de iluminación peatonal y el completamiento del arbolado de alineación. Se incluyó además la renovación del monumento a Osvaldo Pugliese.;19313668;15;Villa Crespo;CORRIENTES AV. y DRAGO,LUIS MARIA;-34,599,528;-58,438,686;5/1/2017;20/11/2017;10;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejecorrientescentrocomercialentreacevedojulianalvarez_foto1.jpeg;;;;Contrata - Altote S.A;2016;Licitación Pública;45/SIGAF/2017;;;;;;;https://www.buenosaires.gob.ar/baobras/eje-corrientes;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-01946837-DGORU.pdf;27.002.091/DGRU/2016;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
336;Eje Corrientes;Eje Corrientes: Centro Comercial A Cielo Abierto Av. Corrientes (E/ Mario Bravo Y Palestina);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;En el marco del Plan de puesta en valor de centros comerciales a cielo abierto,se propuso la renovación integral de aceras,cazoletas y vados peatonales,el soterramiento de cableado aéreo,la incorporación de iluminación peatonal y el completamiento del arbolado de alineación.;24174549;5;Almagro;CORRIENTES AV. y MEDRANO AV.;-34,603,159;-58,421,172;5/1/2017;15/9/2017;8;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejecorrientesmariobravo_foto1.jpg;;;;Naku Construcciones S.R.L;2016;Licitación Pública;;30575292174;;;;;;https://www.buenosaires.gob.ar/baobras/eje-corrientes;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-00563264-DGORU.pdf;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
337;Eje Cí­vico;Avenida de Mayo,Entorno plazas,Virrey Cevallos: Renovación ;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;En el marco de la puesta en valor del eje cí­vico,se propuso la renovación de aceras en el entorno de la Plaza Congreso,la reparación y mantenimiento de aceras en el entorno de Plaza de Mayo y Av. de Mayo,el ajuste del ritmo de arbolado y alumbrado. Se proyectó también la iluminación de árboles en puntos estratégicos,la rehabilitación de las superficies de plazoletas sobre Sáenz Peña y el ajuste de radios de esquinas en Av. de Mayo.;38030890;1;Montserrat;;-34,609,144;-58,382,526;11/1/2016;8/8/2017;19;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejecivico_renovacionavdemayoyplaza_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejecivico_renovacionavdemayoyplaza_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejecivico_renovacionavdemayoyplaza_foto1.jpg;;Altote S.A;2016;;;30707431896;;;;;;https://www.buenosaires.gob.ar/baobras/eje-civico;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-16037505-DGRU.pdf;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
338;Entorno Flores;Centro Comercial A Cielo Abierto Av. Gaona (E/ Donato ílvarez Y Argerich);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;En el marco del Plan de puesta en valor de centros comerciales a cielo abierto,la intervención realizada corresponde a la Avenida Gaona,incluyendo el perí­metro de la plaza comprendida entre las calles Gavilán,Caracas,Luis Viale y Av. Gaona. La intervención propuso la renovación del solado de veredas,incluyendo el soterrado del cableado aéreo,el completamiento del arbolado de alineación retirando aquellos ejemplares que se encontraban en mal estado y plantando nuevos. Se incorporaron luminarias peatonales y se actualizaron a tecnologí­a led aquellos artefactos que eran de mercurio halogenado para reforzar la iluminación de la avenida. Se incorporó equipamiento urbano para incentivar el uso,goce y tránsito seguro del espacio urbano.;37299609;7;Flores;;-34,615,584;-5,846,417;5/1/2017;12/1/2017;0;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornofloresrenderejecomercialgaona_foto1.jpg;;;;Dynco S.A;2016;;;30708802812;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-flores;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-22636072-DGRU.pdf;;;;,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
339;Entorno Boedo;Esquinas Salcedo,Mármol,Las Casas y Muñiz: Puesta en valor del entorno ;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Se realizó la nivelación de calzada y vereda en las esquinas,la incorporación de nuevas pérgolas y áreas de recreación y descanso,se reforzó la iluminación peatonal,se realizó el completamiento del arbolado urbano,y el ordenamiento vehicular.;20737985;5;Boedo;;-34,635,241;-58,422,713;7/1/2017;3/7/2017;6;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_equinasboedo_foto1.jpg;;;;Miavasa S.A;2016;;;30677303863;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-boedo;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-15828982-DGRU.pdf;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
340;Entorno Villa Devoto;Centro Comercial A Cielo Abierto Av. Lope De Vega (E/ Tinogasta Y Gral. Paz);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;En el marco del Plan de puesta en valor de centros comerciales a cielo abierto,se propuso la renovación de aceras,el ordenamiento del espacio público,la corrección del ritmo arbolado y alumbrado,la intensificación del alumbrado peatonal y se propusieron nuevos cruces nivelados.;29209398;11;Villa Devoto;;-34,614,192;-58,524,904;3/1/2017;1/8/2017;7;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejecomercialvilladevoto_foto1.jpg;;;;Miavasa S.A;2016;;;30677303863;;;SI;;;https://www.buenosaires.gob.ar/baobras/villa-devoto;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-21067704-DGRU.pdf;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341;Entorno Barracas;Centro Comercial a Cielo Abierto Av. Montes De Oca (E/ B Quinquela y Av. Martí­n Garcí­a);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;En el marco del Plan de puesta en valor de centros comerciales a cielo abierto,se propuso la incorporación de nuevo arbolado,incorporación de farolas ornamentales led en aceras,incorporación de luminarias viales led en el boulevard de montes de oca,renovación total de aceras,soterrado de servicios e incorporación de nuevo equipamiento urbano.;28054630;4;Barracas;;-3,463,914;-58,374,482;11/1/2017;1/9/2018;20;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornobarracasavmontesdeoca_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_renderentornobarracasavmontesdeoca_foto2.jpg;;;Instalectro S.A.;2017;;;33661628729;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-barracas;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-18328499-DGRU.pdf;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
342;Entorno Once;Centro Comercial A Cielo Abierto Av. Pueyrredón Tramo I;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra enmarcada en el Plan Integral Once,propuso la reparación de veredas,la renovación integral de aceras,cazoletas y vados peatonales,el soterramiento de cableado aéreo,la incorporación de iluminación peatonal,el completamiento del arbolado y mobiliario urbano.;8200000;3;Balvanera;MITRE,BARTOLOME y PUEYRREDON AV.;-34,608,797;-5,840,613;17/1/2018;17/1/2018;0;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_planonce_tramo1_foto1.jpeg;;;;Miavasa S.A;2017;;;30677303863;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-once;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343;Entorno Once;Centro Comercial A Cielo Abierto Av. Pueyrredón Tramo II;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra enmarcada en el Plan Integral Once,propone la reparación de veredas la renovación integral de aceras,cazoletas y vados peatonales,el soterramiento de cableado aéreo,la incorporación de iluminación peatonal,el completamiento del arbolado y mobiliario urbano.;15300000;3;Balvanera;PUEYRREDON AV. y SARMIENTO;-3,460,625;-58,405,965;17/1/2018;17/1/2018;0;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_planonce_tramo2_foto1.jpeg;;;;Miavasa S.A;2017;;;30677303863;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-once;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
344;Entorno Flores;Centro Comercial A Cielo Abierto Av. Rivadavia (E/ Helguera Y Av. Donato ílvarez);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;En el marco del Plan de puesta en valor de centros comerciales a cielo abierto,se propuso la renovación y reparación de veredas en todo el sector,se refuerzó y corrigió la iluminación peatonal,se incorporó arbolado,se realizó un ordenamiento del espacio público y el soterramiento del cableado aéreo. A su vez,se propuso la nivelación de algunos cruces peatonales,para acentuar la continuidad del recorrido peatonal.;54975940;7;Flores;;-34,628,506;-58,462,875;6/1/2017;31/5/2018;16;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornofloresrenderejecomercialrivadavia_foto1.jpg;;;;Pelque S.A;2016;;;30707761535;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-flores;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-00646457-DGORU.pdf;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
345;Entorno Once;Centro Comercial A Cielo Abierto Av. Rivadavia (E/ Callao Y Pueyrredón);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;En el marco del Plan Once,se propuso la renovación y reparación de veredas en todo el sector,se reforzó y corrigió la iluminación peatonal,se incorporó arbolado,se hizo un ordenamiento del espacio público y el soterramiento del cableado aéreo. A su vez,se propuso la nivelación de algunos cruces peatonales,para acentuar la continuidad del recorrido peatonal.;25755320;3;Balvanera;RIVADAVIA AV. y COLOMBO,CARLOS AMBROSIO;-34,609,781;-58,401,032;2/1/2018;11/1/2018;0;100;https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_espaciopublico.png;;;;Algieri S.A;2017;Licitación Pública;1549/SIGAF/2017;30699339810;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-once;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-25374817-DGRU.pdf;23058047/DGRU/2017;;;,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
346;Entorno Boedo;Centro Comercial a Cielo Abierto Av. San Juan (E/ Colombres y Virrey Liniers);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;En el marco del Plan de puesta en valor de centros comerciales a cielo abierto,se realizó la reparación y reposición de aceras,ordenamiento general,corrección ritmo arbolado y alumbrado,e intensificación del alumbrado peatonal.;5868243;5;Boedo;;-34,625,341;-5,841,554;10/1/2016;12/1/2016;0;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejeboedoavsanjuan_foto1.jpg;;;;Naku Construcciones S.R.L;2016;;;30575292174;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-boedo;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-17149098-DGORU.pdf;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
347;Entorno Palermo;Paseo Av. Sarmiento (Ramí­rez);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Puesta en valor de la Av. Sarmiento y el Paseo Ramí­rez. Se propuso la renovación de veredas en un amplio sector y se incorporó una dársena vehicular. A su vez,la propuesta mejoró las cualidades ambientales del área mediante la incorporación de arbolado y equipamiento urbano.;24627378;14;Palermo;;-34,578,349;-58,418,821;11/1/2016;5/1/2017;12;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_palermopaseosarmiento_foto1.jpg;;;;Altote S.A;2016;;;30707431896;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-palermo;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-18209626-DGORU.pdf;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
348;Entorno Flores;Centro Comercial A Cielo Abierto Av. Varela (E/ Eva Perón Y Bajo Autopista Au. 25 De Mayo);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;En el marco del Plan de puesta en valor de centros comerciales a cielo abierto,en Av. Varela,en el tramo comprendido entre la calle Primera Junta y la Av. Eva Perón,se propuso el recambio de la totalidad de las veredas,el soterramiento de cables,la renovación de la iluminación a nivel peatonal,la incorporación de arbolado,nuevas rampas de accesibilidad e intervenciones artí­sticas en el sector del bajo autopista.;12012804;7;Flores;;-34,640,276;-58,457,686;4/1/2017;15/11/2017;10;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornofloresejecomercialvarela_foto1.jpg;;;;Avinco Construcciones S.A;2016;;;33622606939;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-flores;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-26941725-DGRU.pdf;;;;,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
349;Entorno Saavedra;Boulevard San Isidro Labrador: Renovación;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Se canalizaron flujos vehiculares mediante intervención peatonal. Se realizó la demarcación de sendas peatonales logrando cruces seguros y cortos. Se ejecutaron nuevos vados peatonales. Se realizó la demarcación horizontal en los extremos del Boulevard evitando el estacionamiento indebido. Se incorporó mobiliario urbano en las intervenciones peatonales. Se coloraron elementos reflectivos para incrementar la visibilidad en las intersecciones.;11291008;12;Saavedra;;-34,543,577;-58,473,126;9/1/2016;3/1/2017;12;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_saavedrarenovacionboulevardsanisidro_foto1.jpg;;;;Salvatori S.A Parques Y Jardines;2016;;;30512700124;;;;;;https://www.buenosaires.gob.ar/baobras/entorno-saavedra;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-13299925-DGRU.pdf;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350;Entorno Flores;Centro Comercial A Cielo Abierto Avellaneda E/ Terrada Y Emilio Lamarca;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Se canalizaron flujos vehiculares mediante intervención peatonal. Se realizó la demarcación de sendas peatonales logrando cruces seguros y cortos. Se ejecutaron nuevos vados peatonales. Se realizó la demarcación horizontal en los extremos del Boulevard evitando el estacionamiento indebido. Se incorporó mobiliario urbano en las intervenciones peatonales. Se coloraron elementos reflectivos para incrementar la visibilidad en las intersecciones.;47806102;7;Flores;;-34,627,159;-58,474,493;3/1/2017;10/9/2017;8;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornofloresejecomercialavellaneda_foto1.jpg;;;;Da Fré Obras Civiles S.A;2016;;;30711388768;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-flores;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-20494156-DGRU.pdf;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351;Entorno Constitución;Centro Trasbordo Constitución;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;El proyecto para el centro de trasbordo de constitución,que unificó la estación Garay del metrobús sur y la cabecera de la lí­nea c de subte,incluyó la instalación de una cubierta vidriada de 2300 metros cuadrados,la construcción de un nuevo vestí­bulo sobre la plaza con una boleterí­a,la ampliación de un andén lateral,la renovación de los solados guí­a de los andenes,la colocación de torretas de ventilación que aseguran el flujo de aire en la estación y brindan iluminación natural,el reemplazo de la luminaria antigua por iluminación led,la incorporación de carteleras con información y mapas,y la construcción de dos locales comerciales.;112000000;1;Constitución;;-34,626,945;-58,381,028;12/1/2014;31/3/2017;38;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_centrodetrasbordo_foto1.jpeg;;;;Bricons S.A.I.C.F.I. - Miavasa S.A.- Union Transitoria De Empresas;2014;;;30714595241;;;;;;https://www.buenosaires.gob.ar/baobras/entorno-constitucion;;;;;,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
352;Entorno Lugano;Conector Ambiental Av. Soldado De La Frontera;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Se llevó a cabo la ampliación,renovación y el equipamiento integral de veredas y canteros en dársenas para colectivos,plazas y plazoletas. También el completamiento y ampliación de especies arbóreas,la ampliación de espacios verdes en boulevares,dársenas y plazoletas,la iluminación peatonal,nuevos cruces peatonales elevados y rampas.;51274163;8;Villa Lugano;;-34,685,263;-58,463,803;11/1/2016;15/8/2017;19;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_luganoconectorambiental_foto1.jpg;;;;Miavasa S.A;2016;;;30677303863;;;;;;https://www.buenosaires.gob.ar/baobras/entorno-lugano;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-15877716-DGRU.pdf;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353;Corredor Verde Del Oeste;Corredor Verde del Oeste: Tramo I - Cruce Medrano;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Como primera intervención del proyecto de Techos FFCC Sarmiento esta obra comprendió la rectificación de la calle Bartolomé Mitre y el ensanche de esquina con el objetivo de mejorar la circulación vehicular,aumentar la superficie verde,generar nuevos patios de juegos y postas de descanso. El proyecto también comprendió la renovación e incorporación del mobiliario urbano,refuerzo de la iluminación,e incorporación de arbolado.;60212823;5;Almagro;;-34,609,786;-58,421,193;12/1/2016;31/8/2018;31;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_corredorverdeoestetramo1_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_corredorverdeoestetramo1_foto2.jpg;;;Bricons S.A.I.C.F.I.-Construere Ingenieria S.A. -Union Transitoria;2016;;;30715430807;;;;;;https://www.buenosaires.gob.ar/baobras/corredor-verde-del-oeste;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-19495620-DGRU.pdf;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Eje Corrientes;Corrientes Cultural - Etapa I (E/ Pellegrini y Suipacha);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra que amplió,ordenó y generó nuevos espacios públicos de circulación peatonal,teniendo en cuenta todas las variables que componen el entorno urbano (alumbrado,buses,veredas,equipamiento,etc.) para potenciar la oferta cultural y gastronómica de una de las avenidas emblemáticas de Bs. As.;13333334;1;San Nicolás;CORRIENTES AV. y PELLEGRINI,CARLOS;-34,603,686;-58,380,302;11/1/2017;15/7/2018;18;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_rendercorrientespeatonal_pellegrinietapa1_foto1.jpg;;;;;2017;;;;;;;;;https://www.buenosaires.gob.ar/baobras/eje-corrientes;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
355;Eje Corrientes;Corrientes Cultural - Etapa I (E/ Suipacha y Florida);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra que amplió,ordenó y generó nuevos espacios públicos de circulación peatonal,teniendo en cuenta todas las variables que componen el entorno urbano (alumbrado,buses,veredas,equipamiento,etc.) para potenciar la oferta cultural y gastronómica de una de las avenidas emblemáticas de Bs. As.;37500000;1;San Nicolás;CORRIENTES AV. y ESMERALDA;-34,603,539;-58,377,853;2/1/2018;15/7/2018;6;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_rendercorrientespeatonal_etapa1suipacha_foto1.jpg;;;;;2017;;;;;;;;;https://www.buenosaires.gob.ar/baobras/eje-corrientes;http://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2018-03218984-DGRU.pdf;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
356;Eje Corrientes;Corrientes Cultural - Etapa II (E/ Callao y Cerrito);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra que amplió,ordenó y generó nuevos espacios públicos de circulación peatonal,teniendo en cuenta todas las variables que componen el entorno urbano (alumbrado,buses,veredas,equipamiento,etc.) para potenciar la oferta cultural y gastronómica de una de las avenidas emblemáticas de la Ciudad de Buenos Aires.;131448049;1;San Nicolás;CORRIENTES AV. y PARANA;-34,604,061;-58,387,276;3/1/2018;27/3/2020;26;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_corrientespeatonal_etapa3callao_foto1.jpg;https://www.youtube.com/watch?v=MnWbP2UdcG8;;;Algieri S.A;2017;Licitación Pública;1627/SIGAF/2017;30699339810;;;;SI;;https://www.buenosaires.gob.ar/baobras/eje-corrientes;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2018-03218984-DGRU.pdf;26885156/DGRU/2017;;;,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
357;Entorno Ferrocarriles;Estación Colegiales ( FFCC Mitre): Renovación del entorno;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Se llevó a cabo la puesta en valor del entorno de la estación Colegiales del FFCC Mitre. Se re realizaron las siguientes mejoras para la circulación peatonal: renovación de veredas sobre la calle Crámer entre F. Lacroze y Aguilar,se incorporó nuevo alumbrado vial y peatonal,se plantaron nuevos ejemplares de arbolado,nuevos vados peatonales y demarcaciones horizontales en calzada para obtener cruces más seguros,se realizó recuperación del muro y la apertura del mismo,reemplazando parte de los paños ciegos por rejas.;14609792;13;Colegiales;;-34,572,118;-58,449,054;11/1/2016;30/3/2017;14;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornoferrocarrilesrenovacionestacioncolegiales_foto1.jpeg;;;;INGECONS S.A.;2016;;;30683399333;;;;;;https://www.buenosaires.gob.ar/baobras/entorno-ferrocarriles;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-18761857-DGRU.pdf;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
